>Name>Categories>Price tax excluded>Price tax included>Description>Image URLs>Quantity>Available for order>Width>Height>Depth>Weight
0>Philips Baking tray accessory XXL HD9956/00>Airfryer>148.78>183.0>Philips AirFryer XXL zestaw mistrza pieczenia HD9956/00 pomaga w przygotowaniu słodkich i pikantnych przysmaków dla Twoich przyjaciół i rodziny. Jest wyposażony w powłokę nieprzywierającą, jest zmywalny w zmywarce i ma 9 silikonowych foremek do muffinek, dzięki czemu możesz łatwo rozpocząć.>/var/www/html/images/4_1_0.jpg;/var/www/html/images/4_1_1.jpg>9>1>20.8>0.463>22.0>0.463
1>Philips Compact Baking Master Kit L HD9925/01>Airfryer>98.37>121.0>Zestaw akcesoriów, suszarka kuchenna>/var/www/html/images/4_2_0.jpg;/var/www/html/images/4_2_1.jpg>10>1>0.0>0.0>0.0>0.0
2>Ninja Max Airfryer AF160EU>Airfryer>428.46>527.01>Frytkownica na gorące powietrze, 5.2 litry, 1750 W, szary>/var/www/html/images/4_3_0.jpg;/var/www/html/images/4_3_1.jpg>7>1>25.0>5.2>32.0>5.2
3>Philips Zestaw do pieczenia do urządzenia Airfryer XXL zawierający 9 foremek do muffinów>Airfryer>160.16>197.0>Zestaw do pieczenia do suszarki Airfryer XXLDzięki temu specjalnemu zestawowi do pieczenia do suszarki Airfryer firmy Philips możesz przygotować wszystkie swoje ulubione przepisy na wypieki. Naucz się piec pyszne ciasta, chleb, zapiekanki, quiche i wiele innych potraw w łatwy, szybki i zdrowy sposób.>/var/www/html/images/4_4_0.jpg>5>1>20.8>0.506>22.0>0.506
4>Philips Essential HD9270/96 Airfryer XL>Airfryer>480.49>591.0>Frytkownica na gorące powietrze, 6.2 litry, 2 kW, czarny>/var/www/html/images/4_5_0.jpg;/var/www/html/images/4_5_1.jpg>7>1>31.5>5.55>40.3>5.55
5>Philips Essential HD9252/70>Airfryer>426.02>524.0>Frytkownica na gorące powietrze, 4.1 litry, 1.4 kW, czerń/srebro>/var/www/html/images/4_6_0.jpg;/var/www/html/images/4_6_1.jpg>7>1>26.4>4.55>36.0>4.55
6>Philips Series 3000 HD9270 Airfryer XL>Airfryer>481.3>592.0>Frytkownica na gorące powietrze, 6.2 litry, 2000 W, biały>/var/www/html/images/4_7_0.jpg>10>1>31.5>5.55>40.3>5.55
7>Tefal Ultra Fry>Airfryer>350.41>431.0>Frytkownica na gorące powietrze, 4.2 litry, 1.6 kW, srebrno-szary>/var/www/html/images/4_8_0.jpg;/var/www/html/images/4_8_1.jpg>6>1>33.2>3.85>33.2>3.85
8>Philips HD9945 Baking Master - accessory kit>Airfryer>104.07>128.01>Zestaw akcesoriów, suszarka kuchenna, dla Essential HD9260, HD9262, HD9263; Viva Collection Twin TurboStar Airfryer XXL HD9262>/var/www/html/images/4_9_0.jpg;/var/www/html/images/4_9_1.jpg>8>1>18.9>0.676>19.9>0.676
9>Philips Essential Airfryer XL HD9270/70>Airfryer>539.84>664.0>>/var/www/html/images/4_10_0.jpg;/var/www/html/images/4_10_1.jpg>7>1>31.5>5.55>40.3>5.55
10>Philips Essential HD9280 Airfryer XL>Airfryer>581.3>715.0>Frytkownica na gorące powietrze, 6.2 litry, 2000 W, ciemnosrebrny/czarny>/var/www/html/images/4_11_0.jpg;/var/www/html/images/4_11_1.jpg>1>1>31.5>5.5>40.3>5.5
11>Ninja AF300EU Hot Air Fryer>Airfryer>617.07>759.0>Frytkownica na gorące powietrze, 2400 watów, 7,6 L (2 x 3,8 L), 6 ustawień: Max Crisp, smażenie, pieczenie, podgrzewanie, suszenie i smażenie na gorącym powietrzu; temperatury do 240 ° C; funkcja MATCH i SYNC; kolor czarny. Kiedy chodzi o gotowanie - czas jest kluczowy. Frytkownica Ninja Foodi Dual Zone z pojemnością 7.6 litra przygotuje Twoje posiłki idealnie w tym samym czasie. Dzięki dwóm niezależnym strefom gotowania możesz ustawić programy oraz czasy i temperatury w obu pokojach indywidualnie i szybko przygotować pyszne dania!>/var/www/html/images/4_12_0.jpg;/var/www/html/images/4_12_1.jpg>8>1>37.5>8.2>35.0>8.2
12>Philips Series 5000 HD9285 XXL Connected>Airfryer>791.06>973.0>Frytkownica na gorące powietrze, 7.2 litry, 2000 W, ciemnosrebrny/czarny>/var/www/html/images/4_13_0.jpg>9>0>30.0>6.25>41.0>6.25
13>Philips Essential HD9200/90>Airfryer>336.59>414.01>Airfryer, 4,1 litra, 1400 watów, technologia Rapid Air, kontrola czasu i temperatury, ustawione czasy gotowania do 60 minut, do 200 stopni Celsjusza , czarny. Pyszne frytki z aż o 90% mniej tłuszczu! Dzięki technologii Rapid Air. Philips przynosi wiodący na świecie Airfryer do domów każdego. Ciesz się zdrowym jedzeniem chrupiącym na zewnątrz i miękkim w środku dzięki technologii Rapid Air. Pobierz aplikację NutriU i odkrywaj codziennie setki pysznych przepisów.>/var/www/html/images/4_14_0.jpg;/var/www/html/images/4_14_1.jpg>7>1>26.4>4.5>36.0>4.5
14>Ninja Foodi MAX Dual Zone AF400EU - black>Airfryer>784.55>965.0>Frytkownica na gorące powietrze, 9.5 litry, 2.47 kW, czarny>/var/www/html/images/4_15_0.jpg>6>1>41.5>8.8>27.0>8.8
15>Philips Avance Collection XXL HD9650 Twin TurboStar>Airfryer>1004.88>1236.0>Frytkownica na gorące powietrze, 2.2 kW, czarny>/var/www/html/images/4_16_0.jpg;/var/www/html/images/4_16_1.jpg>5>1>43.3>7.99>32.2>7.99
16>Russell Hobbs Satisfry Air Medium 27160-56>Airfryer>486.99>599.0>Russell Hobbs SatisFry Air Heißluftfritteuse Medium Pojedyńczy 4 l 1350 W Frytkownica na gorące powietrze Czarny>/var/www/html/images/4_17_0.jpg;/var/www/html/images/4_17_1.jpg>4>1>0.0>0.0>0.0>0.0
17>Philips Pizza Master - accessory kit HD9953/00>Airfryer>140.65>173.0>Zestaw akcesoriów, suszarka kuchenna>/var/www/html/images/4_18_0.jpg;/var/www/html/images/4_18_1.jpg>10>1>35.4>1.55>24.0>1.55
18>Russell Hobbs Satisfry Air & Grill Multicooker 26520-56>Airfryer>893.5>1099.0>Airfryer, 1745 watt, 5,5 litre, Fan circulated 360° Air Frying, Additional Functions: Sear, Slow Cook, Roast, Bake and Keep Warm, Intuitive touchscreen, digital display, Little or no oil required, Adjustable thermostat with precise temperature control (60-260°C), Dishwasher safe cooking pot and grill plate, Auto shut-off function, Audible ready alert, Overheat protection, Non-slip feet, blackWith its spacious 5.5 litre cooking pot, the Russell Hobbs SatisFry Air & Grill Multi Cooker is a fast, easy way to cook the delicious meals you love. It has seven cooking options so you can cook with confidence, whether your air frying, roasting, baking, slow-cooking, searing, grilling or simply keeping meals warm. With little or no oil required, you can reduce the amount of fat you use without compromising on taste. So if you’re thinking of a takeaway, why not instead try guilt-free fast food from the SatisFry Air & Grill Multi Cooker? Best of all, your SatisFry Air & Grill Multi Cooker has a removable, dishwasher safe^ cooking pot and grill plate, so it’s easy to clean for next time.>/var/www/html/images/4_19_0.jpg;/var/www/html/images/4_19_1.jpg>9>1>0.0>0.0>0.0>0.0
19>Tefal Easy Fry Deluxe XXL>Airfryer>495.12>609.0>Tefal Easy Fry EY701 Pojedyńczy 5,6 l Autonomiczny 1850 W Frytkownica na gorące powietrze Czarny, Stal nierdzewna>/var/www/html/images/4_20_0.jpg;/var/www/html/images/4_20_1.jpg>3>1>0.0>0.0>0.0>0.0
20>Philips Essential Connected HD9280 Ovi XL>Airfryer>669.92>824.0>Frytkownica na gorące powietrze, 6.2 litry, 2 kW, metallic white/champagne>/var/www/html/images/4_21_0.jpg>2>1>31.5>5.55>40.3>5.55
21>Philips Series 5000 HD9255 - hot air fryer - grey>Airfryer>445.53>548.0>Frytkownica na gorące powietrze, 4.1 litry, 1.4 kW, szary>/var/www/html/images/4_22_0.jpg>10>1>0.0>4.55>0.0>4.55
22>Tefal Easy Fry Classic>Airfryer>328.46>404.01>Frytkownica na gorące powietrze, 4.2 litry, 1500 W>/var/www/html/images/4_23_0.jpg;/var/www/html/images/4_23_1.jpg>2>1>0.0>0.0>0.0>0.0
23>Philips HD9867/90>Airfryer>1147.97>1412.0>Frytkownica na gorące powietrze, 2.2 kW, deep black/copper>/var/www/html/images/4_24_0.jpg;/var/www/html/images/4_24_1.jpg>6>1>32.16>7.99>43.31>7.99
24>Philips Grill-Kit to Airfryer-XXL HD9951/00>Airfryer>134.96>166.0>Zestaw do grillowania dla Philips Airfryer XXL>/var/www/html/images/4_25_0.jpg>9>1>0.0>0.0>0.0>0.0
25>Bosch Czajnik elektryczny TWK7203 - Nierdzewna stal/czarny - 2200 W>Czajnik elektryczny>326.02>401.0>Kettle, 1.7 litry, 2200 W, nierdzewna stal/czarny>/var/www/html/images/7_1_0.jpg;/var/www/html/images/7_1_1.jpg>3>1>0.0>0.0>0.0>0.0
26>Tefal Czajnik elektryczny KO693110 Sense White - Biały - 1800 W>Czajnik elektryczny>183.74>226.0>Czajnik, 1.5 litry, 1.8 kW, biały>/var/www/html/images/7_2_0.jpg;/var/www/html/images/7_2_1.jpg>5>1>0.0>0.0>0.0>0.0
27>Philips Czajnik elektryczny Series 5000 - Czarny/srebrny - 2200 W>Czajnik elektryczny>184.55>227.0>Czajnik, 1.7 litry, 2.2 kW, czerń/srebro>/var/www/html/images/7_3_0.jpg;/var/www/html/images/7_3_1.jpg>10>1>23.3>1.15>14.6>1.15
28>Philips Czajnik elektryczny Series 5000 HD9365 Eco Conscious Edition - Silk white matte - 2200 W>Czajnik elektryczny>203.25>250.0>Czajnik, 1.7 litry, 2.2 kW, silk white matte>/var/www/html/images/7_4_0.jpg;/var/www/html/images/7_4_1.jpg>1>1>22.6>0.84>15.9>0.84
29>Makita Czajnik elektryczny DKT360Z - kettle>Czajnik elektryczny>523.58>644.0>Czajnik, 800 ml, bezprzewodowy>/var/www/html/images/7_5_0.jpg;/var/www/html/images/7_5_1.jpg>9>1>0.0>0.0>0.0>0.0
30>Philips Czajnik elektryczny Avance Collection HD9359/90 - Metal / czarny szczotkowany metal - 2200 W>Czajnik elektryczny>277.24>341.01>Czajnik, 1.7 litry, 2.2 kW, metal/black brushed metal>/var/www/html/images/7_6_0.jpg;/var/www/html/images/7_6_1.jpg>9>1>23.0>1.33>18.8>1.33
31>Russell Hobbs Czajnik elektryczny Elegance 23830-70 - Stal nierdzewna i szkło - 2200 W>Czajnik elektryczny>294.31>362.0>Kettle, 1.7 litry, 2200 W, stainless steel and glass>/var/www/html/images/7_7_0.jpg;/var/www/html/images/7_7_1.jpg>3>1>0.0>0.0>0.0>0.0
32>Russell Hobbs Czajnik elektryczny Classic Glass Kettle 26080-70 - Czarny - 2400 W>Czajnik elektryczny>144.72>178.01>Czajnik, 1.7 litry, 2.4 kW, black with stainless steel accents>/var/www/html/images/7_8_0.jpg;/var/www/html/images/7_8_1.jpg>6>1>0.0>0.0>0.0>0.0
33>Kenwood Czajnik elektryczny kMix ZJX650BK - Czarny - 2200 W>Czajnik elektryczny>291.06>358.0>Kettle, 1 litr, 2200 W, czarny>/var/www/html/images/7_9_0.jpg;/var/www/html/images/7_9_1.jpg>3>1>0.0>0.0>0.0>0.0
34>DeLonghi Czajnik elektryczny Icona Vintage KBOV 2001 - Beżowy - 2000 W>Czajnik elektryczny>246.34>303.0>Czajnik, 1,7 litra, 2000 W, beżowy. Zainspirowany elementami natury, Icona Elements to seria śniadaniowa o wyrazistych kolorach i teksturach oraz włoskim designie, który pobudza zmysły i przyciąga uwagę w każdej kuchni.>/var/www/html/images/7_10_0.jpg;/var/www/html/images/7_10_1.jpg>8>1>0.0>0.0>0.0>0.0
